$1
1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1
0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0
0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0
1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1
0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1
0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0
1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0
0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1
1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	1
0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1
1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1
1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1
1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1
1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1
0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1
0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0
0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0
0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0
0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1
1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1
0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0
1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0
1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0
$3
1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1
0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0
1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1
0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0
1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0
1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0
1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0
0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1
0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1
0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1
1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1
0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1
1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1
0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1
1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	0
0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0
1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0
1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1
1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0
0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0
0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1
0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0
1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0
0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1
$4
1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1
0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1
0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0
1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0
1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0
0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1
1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0
1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0
1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0
1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1
1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1
0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1
1	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1
1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1
1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0
0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1
1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1
1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0
0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1
1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0
1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1
0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0
1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1
$5
0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1
1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1
1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1
0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1
0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1
0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0
1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0
1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0
1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0
0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1
0	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0
1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0
0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1
1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1
0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0
0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0
0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0
1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1
0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1
0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0
0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1
1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1
$6
1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1
1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0
0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0
0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0
1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1
0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	1
0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1
0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1
1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1
1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0
0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0
0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0
0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1
0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0
1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1
1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1
0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0
1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0
0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0
1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0
1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0
0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1
1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0
0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0
$7
0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0
1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0
1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0
0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0
1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1
0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	1	1
1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1
0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1
1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1
0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0
0	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0
1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0
0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0
1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	1
1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1
0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0
0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1
1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0
0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0
0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1
1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1
1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1
1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
1	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1
1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1
$8
0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1
0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1
1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1
0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1
1	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0
1	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0
1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0
0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0
0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1
1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0
1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	1
0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0
0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0
0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1
0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1
0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1
0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0
0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1
1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0
1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1
1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0
0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0
0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0
$9
0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1
1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0
1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1
0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0
1	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0
1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0
0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0
1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0
1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1
1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0
0	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1
0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1
1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1
0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1
0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1
1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1
1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0
0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0
0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0
1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	1
1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0
1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	0
1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0
1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
$10
0	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0
1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0	1
0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1
0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0
1	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0
0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0
0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0
1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1
0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1
1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1
0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0
0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0
0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0
0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0
1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0
0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1
1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0
1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1
0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0
0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1
1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0
0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0
1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1
0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0
$11
1	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	1
1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0
0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	1
1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0
0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1
0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0
1	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0
1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0
1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1
1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0
0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0
1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0
0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1
0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0
0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1
0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1
0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1
0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1
1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0
0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0
0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0
1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	0
0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1
0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1
$12
1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0
0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0
1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1
0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
